4/5/25, 2:33 PM
Project Statistics

                 	Segments	 Words	Characters (w/o spaces)	Characters (w/ spaces)	#Files	
Total:           	   22817	189117	                1174322	               1339416	   420	
Remaining:       	   21928	183953	                1140652	               1301422	   398	
Unique:          	   17753	172251	                1053352	               1206241	   420	
Unique Remaining:	   17097	167726	                1023507	               1172476	   398	


Individual File Statistics:

File Name                                                                                    	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (w/o spaces)	Remaining Characters (w/o spaces)	Unique Characters (w/o spaces)	Unique Remaining Characters (w/o spaces)	Total Characters (w/ spaces)	Remaining Characters (w/ spaces)	Unique Characters (w/ spaces)	Unique Remaining Characters (w/ spaces)	
manual/graphics/materials/material-maps.md                                                   	            99	                99	             76	                       76	        624	            624	         582	                   582	                         3576	                             3576	                          3209	                                    3209	                        4085	                            4085	                         3701	                                   3701	
manual/graphics/materials/material-slots.md                                                  	            65	                65	             57	                       57	        578	            578	         563	                   563	                         3339	                             3339	                          3152	                                    3152	                        3846	                            3846	                         3654	                                   3654	
manual/graphics/materials/materials-for-developers.md                                        	            14	                14	              8	                        8	         95	             95	          83	                    83	                          818	                              818	                           681	                                     681	                         895	                             895	                          753	                                    753	
manual/graphics/materials/misc-attributes.md                                                 	            91	                91	             70	                       70	        521	            521	         475	                   475	                         3397	                             3397	                          2956	                                    2956	                        3794	                            3794	                         3328	                                   3328	
manual/graphics/materials/shading-attributes.md                                              	           101	               101	             83	                       83	        843	            843	         809	                   809	                         5458	                             5458	                          5117	                                    5117	                        6152	                            6152	                         5796	                                   5796	
manual/graphics/materials/subsurface-scattering.md                                           	            76	                76	             56	                       56	        448	            448	         400	                   400	                         3083	                             3083	                          2654	                                    2654	                        3454	                            3454	                         2997	                                   2997	
manual/graphics/post-effects/ambient-occlusion.md                                            	            46	                46	             39	                       39	        249	            249	         240	                   240	                         1535	                             1535	                          1437	                                    1437	                        1736	                            1736	                         1637	                                   1637	
manual/graphics/post-effects/anti-aliasing.md                                                	            31	                31	             17	                       17	        137	            137	         116	                   116	                          973	                              973	                           752	                                     752	                        1078	                            1078	                          850	                                    850	
manual/graphics/post-effects/bloom.md                                                        	            40	                40	             25	                       25	        219	            219	         195	                   195	                         1355	                             1355	                          1096	                                    1096	                        1525	                            1525	                         1258	                                   1258	
manual/graphics/post-effects/bright-filter.md                                                	            28	                28	             13	                       13	        171	            171	         147	                   147	                         1033	                             1033	                           776	                                     776	                        1172	                            1172	                          907	                                    907	
manual/graphics/post-effects/color-transforms/custom-color-transforms.md                     	            94	                94	             49	                       49	        650	            650	         435	                   435	                         4359	                             4359	                          2881	                                    2881	                        4920	                            4920	                         3262	                                   3262	
manual/graphics/post-effects/color-transforms/film-grain.md                                  	            23	                23	             18	                       18	        121	            121	         115	                   115	                          720	                              720	                           678	                                     678	                         809	                             809	                          766	                                    766	
manual/graphics/post-effects/color-transforms/gamma-correction.md                            	            23	                23	             15	                       15	        147	            147	         134	                   134	                          891	                              891	                           737	                                     737	                        1007	                            1007	                          850	                                    850	
manual/graphics/post-effects/color-transforms/index.md                                       	            11	                11	              6	                        6	         85	             85	          74	                    74	                          512	                              512	                           384	                                     384	                         584	                             584	                          452	                                    452	
manual/graphics/post-effects/color-transforms/tonemap.md                                     	            16	                16	             12	                       12	         76	             76	          69	                    69	                          432	                              432	                           364	                                     364	                         488	                             488	                          417	                                    417	
manual/graphics/post-effects/color-transforms/vignetting.md                                  	            22	                22	              9	                        9	        100	            100	          76	                    76	                          605	                              605	                           385	                                     385	                         674	                             674	                          446	                                    446	
manual/graphics/post-effects/depth-of-field.md                                               	            37	                37	             22	                       22	        227	            227	         205	                   205	                         1462	                             1462	                          1212	                                    1212	                        1638	                            1638	                         1382	                                   1382	
manual/graphics/post-effects/fog.md                                                          	            27	                27	             12	                       12	         98	             98	          74	                    74	                          644	                              644	                           399	                                     399	                         708	                             708	                          455	                                    455	
manual/graphics/post-effects/index.md                                                        	            46	                46	             22	                       22	        309	            309	         243	                   243	                         2021	                             2021	                          1407	                                    1407	                        2285	                            2285	                         1629	                                   1629	
manual/graphics/post-effects/lens-flare.md                                                   	            26	                26	             11	                       11	        116	            116	          93	                    93	                          767	                              767	                           512	                                     512	                         850	                             850	                          588	                                    588	
manual/graphics/post-effects/light-streaks.md                                                	            34	                34	             17	                       17	        181	            181	         150	                   150	                         1200	                             1200	                           901	                                     901	                        1335	                            1335	                         1023	                                   1023	
manual/graphics/post-effects/local-reflections.md                                            	           143	               143	            121	                      121	       1030	           1030	         918	                   918	                         6403	                             6403	                          5569	                                    5569	                        7285	                            7285	                         6363	                                   6363	
manual/graphics/post-effects/outline.md                                                      	            26	                26	             11	                       11	         82	             82	          58	                    58	                          621	                              621	                           354	                                     354	                         670	                             670	                          395	                                    395	
manual/graphics/rendering-pipeline/index.md                                                  	            19	                19	             17	                       17	        156	            156	         152	                   152	                         1177	                             1177	                          1154	                                    1154	                        1315	                            1315	                         1290	                                   1290	
manual/graphics/rendering-pipeline/render-features.md                                        	            44	                44	             35	                       35	        278	            278	         260	                   260	                         1927	                             1927	                          1773	                                    1773	                        2159	                            2159	                         1996	                                   1996	
manual/graphics/rendering-pipeline/render-stages.md                                          	            48	                47	             38	                       38	        435	            434	         417	                   417	                         2852	                             2850	                          2709	                                    2709	                        3236	                            3234	                         3085	                                   3085	
manual/graphics/sprite-fonts.md                                                              	           135	               135	            107	                      107	       1235	           1235	        1113	                  1113	                         6526	                             6526	                          5860	                                    5860	                        7607	                            7607	                         6847	                                   6847	
manual/graphics/textures/compression.md                                                      	            26	                26	             21	                       21	        189	            189	         180	                   180	                         1125	                             1125	                          1017	                                    1017	                        1286	                            1286	                         1176	                                   1176	
manual/graphics/textures/index.md                                                            	           119	               119	             86	                       86	        824	            824	         721	                   721	                         5020	                             5020	                          4257	                                    4257	                        5724	                            5724	                         4893	                                   4893	
manual/graphics/textures/normal-maps.md                                                      	            51	                51	             38	                       38	        389	            389	         360	                   360	                         2367	                             2367	                          2083	                                    2083	                        2695	                            2695	                         2403	                                   2403	
manual/graphics/textures/skyboxes-and-backgrounds.md                                         	            85	                85	             78	                       78	        741	            741	         723	                   723	                         4441	                             4441	                          4233	                                    4233	                        5093	                            5093	                         4876	                                   4876	
manual/graphics/textures/streaming.md                                                        	            71	                71	             45	                       45	        559	            559	         422	                   422	                         3588	                             3588	                          2722	                                    2722	                        4076	                            4076	                         3102	                                   3102	
manual/index.md                                                                              	            39	                34	             33	                       33	        258	            240	         239	                   239	                         1951	                             1847	                          1835	                                    1835	                        2200	                            2083	                         2071	                                   2071	
manual/input/gamepads.md                                                                     	            94	                94	             78	                       78	        607	            607	         591	                   591	                         4044	                             4044	                          3912	                                    3912	                        4559	                            4559	                         4418	                                   4418	
manual/input/gestures.md                                                                     	           133	               133	            126	                      126	       1057	           1057	        1023	                  1023	                         7690	                             7690	                          7476	                                    7476	                        8606	                            8606	                         8366	                                   8366	
manual/input/index.md                                                                        	            50	                49	             43	                       43	        442	            441	         428	                   428	                         2678	                             2673	                          2528	                                    2528	                        3068	                            3063	                         2912	                                   2912	
manual/input/keyboards.md                                                                    	            45	                45	             36	                       36	        315	            315	         301	                   301	                         2149	                             2149	                          2001	                                    2001	                        2409	                            2409	                         2257	                                   2257	
manual/input/mouse.md                                                                        	            89	                89	             78	                       78	        695	            695	         678	                   678	                         4420	                             4420	                          4247	                                    4247	                        5022	                            5022	                         4844	                                   4844	
manual/input/pointers.md                                                                     	           110	               110	             77	                       77	        801	            801	         681	                   681	                         5435	                             5435	                          4636	                                    4636	                        6125	                            6125	                         5231	                                   5231	
manual/input/sensors.md                                                                      	           110	               110	             95	                       95	        708	            708	         683	                   683	                         5048	                             5048	                          4834	                                    4834	                        5663	                            5663	                         5440	                                   5440	
manual/input/virtual-buttons.md                                                              	            34	                34	             23	                       23	        229	            229	         211	                   211	                         1630	                             1630	                          1431	                                    1431	                        1827	                            1827	                         1622	                                   1622	
manual/navigation/dynamic-navigation.md                                                      	            36	                36	             22	                       22	        307	            307	         245	                   245	                         2433	                             2433	                          1987	                                    1987	                        2702	                            2702	                         2208	                                   2208	
manual/navigation/index.md                                                                   	            12	                12	              9	                        9	         71	             71	          64	                    64	                          506	                              506	                           429	                                     429	                         563	                             563	                          484	                                    484	
manual/navigation/navigation-bounding-boxes.md                                               	            27	                27	             20	                       20	        213	            213	         196	                   196	                         1346	                             1346	                          1149	                                    1149	                        1530	                            1530	                         1325	                                   1325	
manual/navigation/navigation-components.md                                                   	            28	                28	             19	                       19	        222	            222	         196	                   196	                         1627	                             1627	                          1382	                                    1382	                        1813	                            1813	                         1553	                                   1553	
manual/navigation/navigation-groups.md                                                       	            42	                42	             18	                       18	        330	            330	         209	                   209	                         1996	                             1996	                          1205	                                    1205	                        2283	                            2283	                         1397	                                   1397	
manual/navigation/navigation-meshes.md                                                       	            52	                51	             35	                       35	        373	            372	         329	                   329	                         2273	                             2268	                          1869	                                    1869	                        2593	                            2588	                         2164	                                   2164	
manual/nuget/consume-packages.md                                                             	            24	                24	             22	                       22	        199	            199	         193	                   193	                         1224	                             1224	                          1155	                                    1155	                        1396	                            1396	                         1324	                                   1324	
manual/nuget/create-packages.md                                                              	            23	                23	             18	                       18	        184	            184	         144	                   144	                         1195	                             1195	                           961	                                     961	                        1353	                            1353	                         1085	                                   1085	
manual/nuget/index.md                                                                        	            10	                10	              9	                        9	         60	             60	          59	                    59	                          334	                              334	                           322	                                     322	                         384	                             384	                          372	                                    372	
manual/particles/create-particles.md                                                         	            54	                54	             48	                       48	        497	            497	         487	                   487	                         2858	                             2858	                          2743	                                    2743	                        3290	                            3290	                         3173	                                   3173	
manual/particles/emitters.md                                                                 	            49	                49	             38	                       38	        365	            365	         351	                   351	                         2215	                             2215	                          2032	                                    2032	                        2526	                            2526	                         2342	                                   2342	
manual/particles/index.md                                                                    	            22	                21	             12	                       12	        115	            114	         101	                   101	                          833	                              824	                           669	                                     669	                         928	                             919	                          760	                                    760	
manual/particles/initializers.md                                                             	           292	               292	            150	                      150	       2567	           2567	        1616	                  1616	                        13173	                            13173	                          8313	                                    8313	                       15420	                           15420	                         9756	                                   9756	
manual/particles/materials.md                                                                	            64	                64	             49	                       49	        426	            426	         407	                   407	                         2563	                             2563	                          2327	                                    2327	                        2914	                            2914	                         2676	                                   2676	
manual/particles/ribbons-and-trails.md                                                       	            71	                71	             65	                       65	        812	            812	         798	                   798	                         4859	                             4859	                          4699	                                    4699	                        5602	                            5602	                         5436	                                   5436	
manual/particles/shapes.md                                                                   	            31	                31	             22	                       22	        224	            224	         209	                   209	                         1385	                             1385	                          1195	                                    1195	                        1573	                            1573	                         1379	                                   1379	
manual/particles/spawners.md                                                                 	           119	               119	             57	                       57	        945	            945	         593	                   593	                         5130	                             5130	                          3080	                                    3080	                        5937	                            5937	                         3608	                                   3608	
manual/particles/tutorials/create-a-trail.md                                                 	           257	               257	            220	                      220	       2345	           2345	        2191	                  2191	                        13966	                            13966	                         12988	                                   12988	                       16078	                           16078	                        14985	                                  14985	
manual/particles/tutorials/custom-particles.md                                               	           233	               233	            187	                      187	       2030	           2030	        1962	                  1962	                        13213	                            13213	                         12405	                                   12405	                       15084	                           15084	                        14244	                                  14244	
manual/particles/tutorials/index.md                                                          	             6	                 5	              3	                        3	         12	             11	           7	                     7	                          127	                              118	                            68	                                      68	                         133	                             124	                           72	                                     72	
manual/particles/tutorials/inheritance.md                                                    	            76	                76	             66	                       66	       1084	           1084	        1058	                  1058	                         6030	                             6030	                          5772	                                    5772	                        7033	                            7033	                         6761	                                   6761	
manual/particles/tutorials/lasers-and-lightning.md                                           	            76	                76	             67	                       67	       1007	           1007	         985	                   985	                         4988	                             4988	                          4746	                                    4746	                        5906	                            5906	                         5653	                                   5653	
manual/particles/tutorials/particle-materials.md                                             	           189	               189	            146	                      146	       1479	           1479	        1402	                  1402	                        10542	                            10542	                          9684	                                    9684	                       11881	                           11881	                        10961	                                  10961	
manual/particles/updaters.md                                                                 	           141	               141	            125	                      125	       1778	           1778	        1748	                  1748	                         9973	                             9973	                          9682	                                    9682	                       11629	                           11629	                        11326	                                  11326	
manual/physics-bullet/characters.md                                                          	            58	                58	             50	                       50	        388	            388	         378	                   378	                         2295	                             2295	                          2194	                                    2194	                        2625	                            2625	                         2523	                                   2523	
manual/physics-bullet/collider-shapes.md                                                     	           122	               122	             75	                       75	        659	            659	         571	                   571	                         3683	                             3683	                          3061	                                    3061	                        4218	                            4218	                         3556	                                   3556	
manual/physics-bullet/colliders.md                                                           	           101	               101	             54	                       54	        454	            454	         381	                   381	                         3042	                             3042	                          2366	                                    2366	                        3396	                            3396	                         2695	                                   2695	
manual/physics-bullet/constraints.md                                                         	            51	                51	             42	                       42	        418	            418	         396	                   396	                         3016	                             3016	                          2732	                                    2732	                        3372	                            3372	                         3076	                                   3076	
manual/physics-bullet/create-a-bouncing-ball.md                                              	            86	                86	             69	                       69	        731	            731	         674	                   674	                         4250	                             4250	                          3838	                                    3838	                        4894	                            4894	                         4443	                                   4443	
manual/physics-bullet/fix-physics-jitter.md                                                  	            63	                63	             51	                       51	        377	            377	         358	                   358	                         2684	                             2684	                          2491	                                    2491	                        3013	                            3013	                         2811	                                   2811	
manual/physics-bullet/index.md                                                               	            23	                22	             20	                       20	        181	            180	         175	                   175	                         1236	                             1227	                          1177	                                    1177	                        1394	                            1385	                         1332	                                   1332	
manual/physics-bullet/kinematic-rigid-bodies.md                                              	            24	                24	             18	                       18	        176	            176	         166	                   166	                         1145	                             1145	                          1017	                                    1017	                        1297	                            1297	                         1165	                                   1165	
manual/physics-bullet/raycasting.md                                                          	            40	                40	             34	                       34	        327	            327	         310	                   310	                         2189	                             2189	                          2042	                                    2042	                        2490	                            2490	                         2332	                                   2332	
manual/physics-bullet/rigid-bodies.md                                                        	            70	                70	             27	                       27	        472	            472	         210	                   210	                         2815	                             2815	                          1228	                                    1228	                        3217	                            3217	                         1412	                                   1412	
manual/physics-bullet/script-a-trigger.md                                                    	           185	               185	            120	                      120	       1201	           1201	        1033	                  1033	                         7473	                             7473	                          6207	                                    6207	                        8506	                            8506	                         7112	                                   7112	
manual/physics-bullet/simulation.md                                                          	            19	                19	             13	                       13	        147	            147	         126	                   126	                         1214	                             1214	                          1004	                                    1004	                        1342	                            1342	                         1118	                                   1118	
manual/physics-bullet/static-colliders.md                                                    	            55	                55	             10	                       10	        390	            390	          98	                    98	                         2451	                             2451	                           703	                                     703	                        2784	                            2784	                          790	                                    790	
manual/physics-bullet/triggers.md                                                            	            42	                42	             26	                       26	        207	            207	         176	                   176	                         1574	                             1574	                          1234	                                    1234	                        1748	                            1748	                         1389	                                   1389	
manual/physics-bullet/tutorials.md                                                           	             4	                 3	              2	                        2	         41	             40	          38	                    38	                          237	                              228	                           191	                                     191	                         274	                             265	                          227	                                    227	
manual/physics/characters.md                                                                 	            37	                37	             22	                       22	        250	            250	         212	                   212	                         1689	                             1689	                          1416	                                    1416	                        1901	                            1901	                         1598	                                   1598	
manual/physics/collider-shapes.md                                                            	            49	                49	             40	                       40	        603	            603	         567	                   567	                         3335	                             3335	                          3064	                                    3064	                        3887	                            3887	                         3590	                                   3590	
manual/physics/colliders.md                                                                  	            55	                55	             37	                       37	        478	            478	         443	                   443	                         2795	                             2795	                          2518	                                    2518	                        3214	                            3214	                         2921	                                   2921	
manual/physics/configuration.md                                                              	            20	                20	             15	                       15	        187	            187	         178	                   178	                         1184	                             1184	                          1076	                                    1076	                        1353	                            1353	                         1242	                                   1242	
manual/physics/constraints.md                                                                	            21	                21	             14	                       14	        210	            210	         178	                   178	                         1328	                             1328	                          1081	                                    1081	                        1500	                            1500	                         1229	                                   1229	
manual/physics/create-a-bouncing-ball.md                                                     	            72	                72	             28	                       28	        662	            662	         377	                   377	                         3833	                             3833	                          2152	                                    2152	                        4423	                            4423	                         2502	                                   2502	
manual/physics/fix-physics-jitter.md                                                         	            25	                25	             21	                       21	        366	            366	         360	                   360	                         2043	                             2043	                          1966	                                    1966	                        2380	                            2380	                         2302	                                   2302	
manual/physics/index.md                                                                      	            30	                29	             19	                       19	        268	            267	         161	                   161	                         1719	                             1710	                          1115	                                    1115	                        1956	                            1947	                         1256	                                   1256	
manual/physics/kinematic-rigid-bodies.md                                                     	            23	                23	             12	                       12	        172	            172	         119	                   119	                         1080	                             1080	                           706	                                     706	                        1229	                            1229	                          813	                                    813	
manual/physics/physics-update.md                                                             	            25	                25	             13	                       13	        152	            152	         141	                   141	                          991	                              991	                           868	                                     868	                        1124	                            1124	                          997	                                    997	
